id,name,type,typecode,address,adname,longitude,latitude,location,lon_wgs84,lat_wgs84
B0GK9HOMFE,红豆杉科技大厦A栋,商务住宅;楼宇;商务写字楼,120201,禾山街道安岭二路93号红豆杉科技大厦A栋3楼,湖里区,118.162269,24.527825,"118.162269,24.527825",118.15739955998933,24.53054886107518
B02500VEI7,创业大厦,商务住宅;楼宇;商务写字楼,120201,安岭二路106号,湖里区,118.163787,24.528415,"118.163787,24.528415",118.15892129933663,24.531141753542204
B0FFGA77DL,鑫源大厦(建设中),商务住宅;楼宇;商务写字楼,120201,高新技术园区(厦航培训中心旁),湖里区,118.156928,24.531085,"118.156928,24.531085",118.15204518802456,24.53379943835036
B0FFHWQDHE,凌云玉石总部大厦,商务住宅;楼宇;商务写字楼,120201,护安路652号,湖里区,118.155677,24.529487,"118.155677,24.529487",118.15079127134565,24.53219901372953
B0MDSOJCBC,厦航新生产基地机务楼,商务住宅;楼宇;商务写字楼,120201,花屿路13号厦航数据中心,湖里区,118.154625,24.545125,"118.154625,24.545125",118.14973562162926,24.54783676186297
B02500U0PS,思明文体楼,商务住宅;楼宇;商务写字楼,120201,前埔东路28号,思明区,118.174963,24.472816,"118.174963,24.472816",118.1701293570581,24.47555608573186
B0FFGXHQG9,衣力园,商务住宅;楼宇;商务写字楼,120201,前埔中路297、299号,思明区,118.174152,24.475035,"118.174152,24.475035",118.16931615895464,24.477773919697793
B02500TBYQ,莲前集团大厦,商务住宅;楼宇;商务写字楼,120201,莲前集团,思明区,118.175086,24.475165,"118.175086,24.475165",118.17025249983145,24.477905706029222
B0FFGA98M4,明发集团大厦,商务住宅;楼宇;商务写字楼,120201,莲前街道前埔中路325-327号明发集团大厦28层,思明区,118.175308,24.475323,"118.175308,24.475323",118.17047504683643,24.47806415115173
B0250049QM,亿中信,商务住宅;楼宇;商务写字楼,120201,前埔中二路821号,思明区,118.175845,24.475929,"118.175845,24.475929",118.17101335343189,24.478671263770295
B02500W3PE,华林商务中心,商务住宅;楼宇;商务写字楼,120201,莲前东路830-832号,思明区,118.167236,24.473106,"118.167236,24.473106",118.16238287686133,24.475831525885717
B0FFG9WLHY,富林石材大厦,商务住宅;楼宇;商务写字楼,120201,前埔东路503号,思明区,118.17655,24.476654,"118.176550,24.476654",118.17172007212402,24.479397711072057
B0FFLHBFTK,福祥海峡两岸创新园,商务住宅;楼宇;商务写字楼,120201,前埔路159号,思明区,118.170959,24.476681,"118.170959,24.476681",118.16611499670726,24.47941414680724
B0ID6H06V2,福祥海峡两岸中心,商务住宅;楼宇;商务写字楼,120201,前埔路159号福祥海峡两岸创新园,思明区,118.170925,24.476675,"118.170925,24.476675",118.16608091143415,24.479408081491222
