id,name,type,typecode,address,adname,longitude,latitude,location
BX10033176,体育中心地铁站3号口,交通设施服务;地铁站;出入口,150501,2号线;3号线,思明区,118.10623,24.484047,"118.106230,24.484047"
BX10028367,体育中心地铁站4号口,交通设施服务;地铁站;出入口,150501,2号线;3号线,思明区,118.106347,24.483601,"118.106347,24.483601"
BX09914788,体育中心地铁站7号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.106986,24.484168,"118.106986,24.484168"
BX10028368,体育中心地铁站2号口,交通设施服务;地铁站;出入口,150501,2号线;3号线,思明区,118.105837,24.483135,"118.105837,24.483135"
BX10032880,育秀东路地铁站1A口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.110869,24.485133,"118.110869,24.485133"
BX10032881,育秀东路地铁站1B口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.111302,24.485253,"118.111302,24.485253"
BX10028741,育秀东路地铁站2号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.111361,24.484887,"118.111361,24.484887"
BX10028742,育秀东路地铁站4号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.11186,24.485011,"118.111860,24.485011"
BX10028745,育秀东路地铁站6号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.112166,24.485101,"118.112166,24.485101"
BX10028744,育秀东路地铁站8号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.112464,24.485189,"118.112464,24.485189"
BX10028382,湖滨中路地铁站4号口,交通设施服务;地铁站;出入口,150501,2号线,思明区,118.095496,24.480214,"118.095496,24.480214"
BX10032863,湖里公园地铁站2号口,交通设施服务;地铁站;出入口,150501,3号线,湖里区,118.105785,24.505804,"118.105785,24.505804"
BX10032862,湖里公园地铁站4号口,交通设施服务;地铁站;出入口,150501,3号线,湖里区,118.105651,24.507203,"118.105651,24.507203"
BX10032756,华荣路地铁站2号口,交通设施服务;地铁站;出入口,150501,3号线,湖里区,118.109282,24.511282,"118.109282,24.511282"
BX10032755,华荣路地铁站5号口,交通设施服务;地铁站;出入口,150501,3号线,湖里区,118.110017,24.511738,"118.110017,24.511738"
BX10033170,厦门火车站地铁站4号口,交通设施服务;地铁站;出入口,150501,3号线,思明区,118.115321,24.469294,"118.115321,24.469294"
